"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"05/03/2020","Dept_10",36,40,42,43,49,55
"06/03/2020","Dept_10",44,50,54,55,58,65
"07/03/2020","Dept_10",56,65,64,66,65,73
"08/03/2020","Dept_10",62,71,74,78,81,89
"09/03/2020","Dept_10",68,78,79,84,92,102
"10/03/2020","Dept_10",81,94,87,92,101,112
"11/03/2020","Dept_10",86,101,94,100,107,119
"12/03/2020","Dept_10",91,106,104,111,113,127
"13/03/2020","Dept_10",94,109,108,115,123,139
"14/03/2020","Dept_10",101,117,116,125,133,150
"15/03/2020","Dept_10",109,127,125,135,142,159
"16/03/2020","Dept_10",122,141,134,146,150,168
"17/03/2020","Dept_10",129,149,147,161,160,179
"18/03/2020","Dept_10",135,156,153,168,170,191
"19/03/2020","Dept_10",148,170,159,176,176,198
"20/03/2020","Dept_10",155,177,168,186,182,206
"21/03/2020","Dept_10",157,179,177,198,190,214
"22/03/2020","Dept_10",166,190,187,209,199,223
"23/03/2020","Dept_10",174,198,198,221,211,235
"24/03/2020","Dept_10",179,205,204,228,217,242
"25/03/2020","Dept_10",192,218,210,236,226,252
"26/03/2020","Dept_10",200,227,222,251,235,262
"27/03/2020","Dept_10",217,245,226,256,243,274
"28/03/2020","Dept_10",230,260,231,261,247,279
"29/03/2020","Dept_10",244,277,241,271,260,293
"30/03/2020","Dept_10",246,281,243,277,273,307
"31/03/2020","Dept_10",258,295,251,286,282,317
"01/04/2020","Dept_10",267,305,254,291,292,328
"02/04/2020","Dept_10",278,317,262,299,299,339
"03/04/2020","Dept_10",287,328,273,310,308,348
"04/04/2020","Dept_10",295,338,282,319,320,361
"05/04/2020","Dept_10",303,349,290,328,329,371
"06/04/2020","Dept_10",317,370,298,337,338,382
"07/04/2020","Dept_10",326,380,305,347,350,396
"08/04/2020","Dept_10",341,398,313,356,362,412
"09/04/2020","Dept_10",352,410,321,367,367,417
"10/04/2020","Dept_10",363,421,330,378,375,425
"11/04/2020","Dept_10",373,431,335,383,384,434
"12/04/2020","Dept_10",382,441,341,390,396,447
"13/04/2020","Dept_10",393,453,350,399,400,455
"14/04/2020","Dept_10",404,465,358,408,406,462
"15/04/2020","Dept_10",410,473,364,414,417,474
"16/04/2020","Dept_10",422,485,375,425,423,480
"17/04/2020","Dept_10",435,500,381,432,429,487
"18/04/2020","Dept_10",444,510,389,440,441,500
"19/04/2020","Dept_10",453,520,394,449,452,515
"20/04/2020","Dept_10",459,526,402,459,461,525
"21/04/2020","Dept_10",466,533,404,462,473,537
"22/04/2020","Dept_10",479,548,411,470,478,544
"23/04/2020","Dept_10",487,559,414,474,483,549
"24/04/2020","Dept_10",494,568,421,481,488,555
"25/04/2020","Dept_10",497,572,431,495,494,561
"26/04/2020","Dept_10",505,585,439,505,495,562
"27/04/2020","Dept_10",510,590,447,515,500,568
"01/03/2020","Dept_11",6,7,15,16,19,19
"02/03/2020","Dept_11",16,20,24,28,35,39
"03/03/2020","Dept_11",30,38,37,43,52,58
"04/03/2020","Dept_11",39,48,53,59,68,76
"05/03/2020","Dept_11",47,56,59,66,86,98
"06/03/2020","Dept_11",62,72,74,81,98,114
"07/03/2020","Dept_11",67,77,86,94,111,130
"08/03/2020","Dept_11",80,91,98,106,122,146
"09/03/2020","Dept_11",90,105,112,121,139,165
"10/03/2020","Dept_11",102,118,120,130,149,179
"11/03/2020","Dept_11",112,129,128,138,160,193
"12/03/2020","Dept_11",120,140,139,150,172,207
"13/03/2020","Dept_11",129,149,147,158,186,222
"14/03/2020","Dept_11",141,163,159,171,198,234
"15/03/2020","Dept_11",157,183,170,183,210,250
"16/03/2020","Dept_11",169,199,175,192,220,262
"17/03/2020","Dept_11",179,211,183,201,231,275
"18/03/2020","Dept_11",188,222,192,212,246,292
"19/03/2020","Dept_11",204,241,200,222,253,301
"20/03/2020","Dept_11",216,253,201,225,264,314
"21/03/2020","Dept_11",229,266,209,233,272,324
"22/03/2020","Dept_11",240,281,223,251,282,334
"23/03/2020","Dept_11",256,298,232,260,298,352
"24/03/2020","Dept_11",266,312,242,270,308,364
"25/03/2020","Dept_11",282,330,247,277,318,376
"26/03/2020","Dept_11",287,339,255,287,330,390
"27/03/2020","Dept_11",296,352,265,298,339,400
"28/03/2020","Dept_11",308,366,276,312,355,417
"29/03/2020","Dept_11",315,374,286,323,365,429
"30/03/2020","Dept_11",320,380,293,332,375,441
"31/03/2020","Dept_11",326,388,299,339,386,452
"01/04/2020","Dept_11",338,404,311,353,400,469
"02/04/2020","Dept_11",351,420,326,373,410,480
"03/04/2020","Dept_11",360,431,334,383,422,495
"04/04/2020","Dept_11",371,443,344,395,430,505
"05/04/2020","Dept_11",383,462,357,409,446,522
"06/04/2020","Dept_11",396,476,370,423,456,534
"07/04/2020","Dept_11",409,492,387,442,466,544
"08/04/2020","Dept_11",422,506,401,457,472,552
"09/04/2020","Dept_11",434,521,413,470,486,568
"10/04/2020","Dept_11",449,540,426,484,496,579
"11/04/2020","Dept_11",460,556,438,497,508,592
"12/04/2020","Dept_11",470,568,446,507,519,606
"13/04/2020","Dept_11",479,579,457,519,530,617
"14/04/2020","Dept_11",490,591,463,527,543,631
"15/04/2020","Dept_11",495,599,476,541,550,640
"16/04/2020","Dept_11",500,605,483,550,553,643
"17/04/2020","Dept_11",509,618,489,561,561,652
"18/04/2020","Dept_11",520,630,500,574,570,662
"19/04/2020","Dept_11",527,639,507,585,587,680
"20/04/2020","Dept_11",541,655,517,595,596,692
"21/04/2020","Dept_11",554,669,529,607,607,704
"22/04/2020","Dept_11",566,683,535,614,614,711
"23/04/2020","Dept_11",579,698,537,617,631,728
"24/04/2020","Dept_11",593,713,547,629,636,733
"25/04/2020","Dept_11",605,726,560,642,642,740
"26/04/2020","Dept_11",614,736,565,648,653,751
"27/04/2020","Dept_11",626,748,570,653,667,767
"01/03/2020","Dept_12",7,9,4,6,9,11
"02/03/2020","Dept_12",16,18,11,14,20,23
"03/03/2020","Dept_12",25,28,19,27,28,33
"04/03/2020","Dept_12",37,40,29,40,32,38
"05/03/2020","Dept_12",44,49,32,43,44,51
"06/03/2020","Dept_12",53,58,41,53,54,64
"07/03/2020","Dept_12",63,68,50,66,65,79
"08/03/2020","Dept_12",75,82,60,78,72,86
"09/03/2020","Dept_12",84,91,64,82,78,92
"10/03/2020","Dept_12",93,100,74,94,100,114
"11/03/2020","Dept_12",101,108,78,98,105,121
"12/03/2020","Dept_12",112,119,90,110,120,137
"13/03/2020","Dept_12",116,123,99,119,131,151
"14/03/2020","Dept_12",128,135,110,131,142,162
"15/03/2020","Dept_12",136,144,117,138,152,173
"16/03/2020","Dept_12",142,151,130,153,162,183
"17/03/2020","Dept_12",154,164,136,160,169,193
"18/03/2020","Dept_12",161,172,144,168,177,201
"19/03/2020","Dept_12",174,187,150,175,187,214
"20/03/2020","Dept_12",179,193,158,183,192,219
"21/03/2020","Dept_12",186,200,164,189,205,232
"22/03/2020","Dept_12",197,211,172,197,215,242
"23/03/2020","Dept_12",210,226,181,206,225,253
"24/03/2020","Dept_12",217,235,188,213,235,264
"25/03/2020","Dept_12",224,243,196,222,240,271
"26/03/2020","Dept_12",239,258,201,227,247,278
"27/03/2020","Dept_12",247,267,208,235,253,286
"28/03/2020","Dept_12",260,281,217,245,259,293
"29/03/2020","Dept_12",266,288,224,252,269,304
"30/03/2020","Dept_12",279,303,232,262,282,317
"31/03/2020","Dept_12",290,315,242,272,289,324
"01/04/2020","Dept_12",301,326,249,279,297,334
"02/04/2020","Dept_12",308,333,264,296,304,341
"03/04/2020","Dept_12",320,346,272,304,313,352
"04/04/2020","Dept_12",334,361,282,316,316,357
"05/04/2020","Dept_12",346,374,291,325,325,367
"06/04/2020","Dept_12",353,383,301,336,337,381
"07/04/2020","Dept_12",362,393,316,351,346,390
"08/04/2020","Dept_12",376,410,324,360,356,401
"09/04/2020","Dept_12",390,425,329,365,361,407
"10/04/2020","Dept_12",400,436,338,374,368,417
"11/04/2020","Dept_12",411,450,345,381,379,428
"12/04/2020","Dept_12",427,466,360,396,386,436
"13/04/2020","Dept_12",434,473,369,405,394,449
"14/04/2020","Dept_12",450,489,375,413,399,454
"15/04/2020","Dept_12",455,494,383,421,407,464
"16/04/2020","Dept_12",463,503,391,429,417,476
"17/04/2020","Dept_12",477,519,398,438,425,485
"18/04/2020","Dept_12",487,529,408,448,432,494
"19/04/2020","Dept_12",496,539,412,453,442,505
"20/04/2020","Dept_12",508,551,418,461,449,513
"21/04/2020","Dept_12",516,559,423,466,459,524
"22/04/2020","Dept_12",522,566,432,475,470,536
"23/04/2020","Dept_12",528,572,444,488,476,542
"24/04/2020","Dept_12",533,577,456,500,484,550
"25/04/2020","Dept_12",537,581,463,507,491,558
"26/04/2020","Dept_12",547,591,479,523,499,566
"27/04/2020","Dept_12",551,595,487,531,502,569
"01/03/2020","Dept_13",51,52,54,54,68,68
"02/03/2020","Dept_13",99,101,108,108,137,137
"03/03/2020","Dept_13",149,152,152,153,218,219
"04/03/2020","Dept_13",210,213,214,215,272,274
"05/03/2020","Dept_13",260,263,263,264,330,332
"06/03/2020","Dept_13",314,318,324,325,400,403
"07/03/2020","Dept_13",371,376,393,396,473,476
"08/03/2020","Dept_13",438,445,450,453,527,530
"09/03/2020","Dept_13",498,506,511,514,588,593
"10/03/2020","Dept_13",565,576,561,565,632,637
"11/03/2020","Dept_13",638,652,626,631,686,694
"12/03/2020","Dept_13",691,705,689,694,735,743
"13/03/2020","Dept_13",757,771,745,750,789,798
"14/03/2020","Dept_13",814,828,796,802,850,859
"15/03/2020","Dept_13",875,889,848,855,913,924
"16/03/2020","Dept_13",939,954,893,901,960,971
"17/03/2020","Dept_13",998,1014,961,970,1014,1025
"18/03/2020","Dept_13",1056,1073,1010,1019,1058,1069
"19/03/2020","Dept_13",1105,1122,1072,1083,1103,1114
"20/03/2020","Dept_13",1157,1174,1125,1136,1140,1151
"21/03/2020","Dept_13",1214,1234,1171,1183,1196,1208
"22/03/2020","Dept_13",1289,1310,1219,1231,1256,1268
"23/03/2020","Dept_13",1341,1362,1264,1276,1311,1324
"24/03/2020","Dept_13",1399,1421,1311,1323,1367,1381
"25/03/2020","Dept_13",1462,1484,1355,1368,1430,1445
"26/03/2020","Dept_13",1526,1548,1396,1409,1483,1498
"27/03/2020","Dept_13",1587,1610,1457,1472,1533,1548
"28/03/2020","Dept_13",1649,1674,1513,1528,1587,1602
"29/03/2020","Dept_13",1724,1750,1569,1585,1635,1650
"30/03/2020","Dept_13",1808,1834,1607,1623,1702,1718
"31/03/2020","Dept_13",1883,1911,1658,1677,1755,1771
"01/04/2020","Dept_13",1960,1989,1708,1727,1803,1819
"02/04/2020","Dept_13",2033,2062,1764,1783,1848,1864
"03/04/2020","Dept_13",2097,2127,1809,1828,1906,1922
"04/04/2020","Dept_13",2176,2208,1860,1879,1963,1979
"05/04/2020","Dept_13",2256,2288,1905,1926,2008,2024
"06/04/2020","Dept_13",2328,2361,1952,1973,2065,2081
"07/04/2020","Dept_13",2411,2444,2008,2029,2113,2130
"08/04/2020","Dept_13",2479,2513,2067,2089,2165,2183
"09/04/2020","Dept_13",2548,2582,2130,2152,2224,2242
"10/04/2020","Dept_13",2611,2648,2178,2200,2289,2308
"11/04/2020","Dept_13",2674,2712,2227,2249,2334,2353
"12/04/2020","Dept_13",2741,2779,2281,2303,2380,2399
"13/04/2020","Dept_13",2807,2845,2330,2352,2425,2444
"14/04/2020","Dept_13",2875,2913,2369,2392,2472,2491
"15/04/2020","Dept_13",2939,2979,2413,2436,2529,2548
"16/04/2020","Dept_13",2998,3039,2462,2486,2579,2599
"17/04/2020","Dept_13",3056,3097,2515,2541,2635,2657
"18/04/2020","Dept_13",3112,3154,2557,2584,2683,2707
"19/04/2020","Dept_13",3163,3205,2613,2641,2733,2757
"20/04/2020","Dept_13",3227,3271,2652,2681,2779,2804
"21/04/2020","Dept_13",3278,3323,2703,2732,2834,2859
"22/04/2020","Dept_13",3346,3391,2753,2782,2882,2907
"23/04/2020","Dept_13",3401,3446,2813,2844,2930,2956
"24/04/2020","Dept_13",3453,3498,2873,2904,2985,3012
"25/04/2020","Dept_13",3504,3549,2936,2967,3040,3068
"26/04/2020","Dept_13",3565,3613,3001,3032,3091,3119
"27/04/2020","Dept_13",3616,3664,3038,3070,3145,3173
"01/03/2020","Dept_14",19,22,14,17,24,25
"02/03/2020","Dept_14",41,49,36,40,45,46
"03/03/2020","Dept_14",62,74,55,62,85,87
"04/03/2020","Dept_14",85,97,71,80,106,113
"05/03/2020","Dept_14",101,113,96,106,131,144
"06/03/2020","Dept_14",122,135,121,132,160,178
"07/03/2020","Dept_14",143,162,138,154,183,204
"08/03/2020","Dept_14",156,178,168,186,208,229
"09/03/2020","Dept_14",175,200,185,204,233,257
"10/03/2020","Dept_14",195,224,194,216,252,277
"11/03/2020","Dept_14",227,256,215,237,283,312
"12/03/2020","Dept_14",247,281,235,257,306,337
"13/03/2020","Dept_14",264,299,257,282,319,354
"14/03/2020","Dept_14",284,321,279,305,348,385
"15/03/2020","Dept_14",303,341,293,323,367,408
"16/03/2020","Dept_14",325,366,309,340,389,434
"17/03/2020","Dept_14",346,390,333,368,408,456
"18/03/2020","Dept_14",359,404,358,397,429,479
"19/03/2020","Dept_14",382,431,378,419,455,507
"20/03/2020","Dept_14",403,455,392,439,471,525
"21/03/2020","Dept_14",421,476,406,454,490,545
"22/03/2020","Dept_14",441,502,420,474,507,562
"23/03/2020","Dept_14",462,525,434,493,527,585
"24/03/2020","Dept_14",483,547,448,511,551,609
"25/03/2020","Dept_14",496,563,481,547,565,624
"26/03/2020","Dept_14",514,583,494,564,582,642
"27/03/2020","Dept_14",530,600,506,580,603,667
"28/03/2020","Dept_14",551,623,525,602,621,688
"29/03/2020","Dept_14",569,644,546,627,639,710
"30/03/2020","Dept_14",588,668,567,650,649,723
"31/03/2020","Dept_14",609,691,591,677,665,742
"01/04/2020","Dept_14",622,707,608,698,684,762
"02/04/2020","Dept_14",637,725,623,713,703,784
"03/04/2020","Dept_14",661,751,643,735,726,808
"04/04/2020","Dept_14",681,775,663,755,746,832
"05/04/2020","Dept_14",710,805,684,778,774,864
"06/04/2020","Dept_14",724,821,703,799,795,887
"07/04/2020","Dept_14",742,841,730,832,814,908
"08/04/2020","Dept_14",764,868,753,858,834,931
"09/04/2020","Dept_14",772,880,772,878,855,953
"10/04/2020","Dept_14",800,915,788,896,880,979
"11/04/2020","Dept_14",822,941,803,915,896,997
"12/04/2020","Dept_14",845,968,816,930,924,1029
"13/04/2020","Dept_14",858,984,837,952,940,1047
"14/04/2020","Dept_14",883,1010,854,971,953,1064
"15/04/2020","Dept_14",898,1031,874,994,978,1092
"16/04/2020","Dept_14",914,1050,884,1008,1005,1124
"17/04/2020","Dept_14",938,1077,908,1034,1020,1141
"18/04/2020","Dept_14",953,1093,927,1058,1048,1171
"19/04/2020","Dept_14",969,1111,942,1078,1064,1190
"20/04/2020","Dept_14",977,1124,953,1093,1082,1211
"21/04/2020","Dept_14",984,1133,970,1112,1114,1245
"22/04/2020","Dept_14",1006,1156,988,1135,1134,1267
"23/04/2020","Dept_14",1028,1180,1001,1148,1154,1289
"24/04/2020","Dept_14",1042,1196,1013,1162,1176,1313
"25/04/2020","Dept_14",1052,1211,1031,1185,1193,1332
"26/04/2020","Dept_14",1068,1229,1057,1213,1212,1357
"27/04/2020","Dept_14",1077,1241,1069,1228,1230,1378
"01/03/2020","Dept_15",3,5,1,3,4,5
"02/03/2020","Dept_15",6,8,6,12,8,9
"03/03/2020","Dept_15",11,13,8,16,12,17
"04/03/2020","Dept_15",15,19,11,21,20,26
"05/03/2020","Dept_15",19,24,16,27,27,35
"06/03/2020","Dept_15",23,28,24,37,33,43
"07/03/2020","Dept_15",25,31,27,40,40,52
"08/03/2020","Dept_15",30,38,30,43,45,58
"09/03/2020","Dept_15",33,41,36,50,53,66
"10/03/2020","Dept_15",40,52,41,55,59,74
"11/03/2020","Dept_15",42,55,45,60,66,83
"12/03/2020","Dept_15",47,61,48,63,71,89
"13/03/2020","Dept_15",50,65,55,73,80,98
"14/03/2020","Dept_15",54,70,61,80,87,105
"15/03/2020","Dept_15",59,76,65,85,92,110
"16/03/2020","Dept_15",66,87,69,92,98,117
"17/03/2020","Dept_15",77,101,74,98,103,123
"18/03/2020","Dept_15",84,108,79,104,109,130
"19/03/2020","Dept_15",89,115,82,108,110,132
"20/03/2020","Dept_15",91,119,86,117,115,139
"21/03/2020","Dept_15",95,125,94,125,121,147
"22/03/2020","Dept_15",99,129,96,127,123,151
"23/03/2020","Dept_15",103,133,105,136,131,159
"24/03/2020","Dept_15",106,137,109,140,135,164
"25/03/2020","Dept_15",112,143,115,147,136,165
"26/03/2020","Dept_15",116,148,118,151,142,172
"27/03/2020","Dept_15",117,149,126,159,152,183
"28/03/2020","Dept_15",117,150,126,159,158,192
"29/03/2020","Dept_15",120,153,129,162,163,198
"30/03/2020","Dept_15",124,159,134,167,172,208
"31/03/2020","Dept_15",125,161,140,174,180,217
"01/04/2020","Dept_15",132,169,146,183,187,226
"02/04/2020","Dept_15",136,174,151,191,190,229
"03/04/2020","Dept_15",139,180,158,198,194,234
"04/04/2020","Dept_15",142,186,160,201,203,243
"05/04/2020","Dept_15",146,190,164,207,208,249
"06/04/2020","Dept_15",147,192,166,212,210,251
"07/04/2020","Dept_15",153,204,168,215,215,259
"08/04/2020","Dept_15",154,205,169,218,218,263
"09/04/2020","Dept_15",160,212,174,224,223,268
"10/04/2020","Dept_15",164,217,179,229,230,277
"11/04/2020","Dept_15",169,224,183,234,236,284
"12/04/2020","Dept_15",171,227,186,239,243,292
"13/04/2020","Dept_15",173,231,190,246,249,301
"14/04/2020","Dept_15",178,237,193,251,257,313
"15/04/2020","Dept_15",182,241,199,258,262,319
"16/04/2020","Dept_15",188,249,206,266,265,325
"17/04/2020","Dept_15",191,252,215,277,272,334
"18/04/2020","Dept_15",199,262,219,283,273,335
"19/04/2020","Dept_15",201,267,224,289,280,343
"20/04/2020","Dept_15",205,271,229,295,286,350
"21/04/2020","Dept_15",212,279,231,298,288,353
"22/04/2020","Dept_15",216,284,237,305,294,361
"23/04/2020","Dept_15",219,287,240,309,298,367
"24/04/2020","Dept_15",225,294,245,317,307,378
"25/04/2020","Dept_15",229,299,247,322,311,383
"26/04/2020","Dept_15",233,303,253,328,315,388
"27/04/2020","Dept_15",234,304,257,334,321,395
"01/03/2020","Dept_16",10,12,15,17,10,13
"02/03/2020","Dept_16",22,25,29,33,24,30
"03/03/2020","Dept_16",35,38,40,47,37,45
"04/03/2020","Dept_16",46,50,48,56,55,66
"05/03/2020","Dept_16",57,65,64,74,67,80
"06/03/2020","Dept_16",74,82,70,82,79,94
"07/03/2020","Dept_16",79,88,76,91,87,104
"08/03/2020","Dept_16",95,105,89,107,103,125
"09/03/2020","Dept_16",108,120,98,122,113,139
"10/03/2020","Dept_16",117,130,117,142,131,161
"11/03/2020","Dept_16",123,139,127,153,140,173
"12/03/2020","Dept_16",132,150,133,160,148,182
"13/03/2020","Dept_16",140,159,139,168,164,201
"14/03/2020","Dept_16",150,170,144,175,175,218
"15/03/2020","Dept_16",165,188,159,193,183,229
"16/03/2020","Dept_16",180,204,173,209,197,244
"17/03/2020","Dept_16",194,222,184,223,208,257
"18/03/2020","Dept_16",199,233,191,231,218,268
"19/03/2020","Dept_16",210,246,208,250,228,281
"20/03/2020","Dept_16",223,261,216,262,235,290
"21/03/2020","Dept_16",237,279,230,276,248,306
"22/03/2020","Dept_16",246,288,242,289,259,320
"23/03/2020","Dept_16",259,303,252,300,269,335
"24/03/2020","Dept_16",266,310,264,313,279,346
"25/03/2020","Dept_16",276,321,270,322,287,356
"26/03/2020","Dept_16",283,329,282,334,306,378
"27/03/2020","Dept_16",298,347,291,345,317,393
"28/03/2020","Dept_16",308,358,308,362,323,401
"29/03/2020","Dept_16",320,372,316,371,334,416
"30/03/2020","Dept_16",326,381,325,383,342,425
"31/03/2020","Dept_16",340,397,331,393,353,439
"01/04/2020","Dept_16",348,408,343,408,360,449
"02/04/2020","Dept_16",353,418,352,419,371,460
"03/04/2020","Dept_16",362,430,363,434,383,474
"04/04/2020","Dept_16",368,442,372,444,388,480
"05/04/2020","Dept_16",381,460,384,460,400,494
"06/04/2020","Dept_16",395,478,398,477,413,508
"07/04/2020","Dept_16",403,488,409,489,423,521
"08/04/2020","Dept_16",409,494,417,498,431,532
"09/04/2020","Dept_16",422,508,428,510,444,546
"10/04/2020","Dept_16",437,525,438,523,458,564
"11/04/2020","Dept_16",442,533,445,533,476,585
"12/04/2020","Dept_16",458,551,450,540,490,599
"13/04/2020","Dept_16",470,564,459,550,503,615
"14/04/2020","Dept_16",486,584,464,560,511,626
"15/04/2020","Dept_16",497,598,473,573,520,640
"16/04/2020","Dept_16",502,605,486,589,529,650
"17/04/2020","Dept_16",510,613,502,606,538,661
"18/04/2020","Dept_16",515,619,519,624,541,666
"19/04/2020","Dept_16",530,635,524,633,555,681
"20/04/2020","Dept_16",539,645,539,649,563,692
"21/04/2020","Dept_16",542,648,548,659,577,709
"22/04/2020","Dept_16",543,650,554,667,590,723
"23/04/2020","Dept_16",552,659,565,678,596,730
"24/04/2020","Dept_16",556,663,576,689,602,737
"25/04/2020","Dept_16",564,674,589,705,610,746
"26/04/2020","Dept_16",570,681,597,715,617,755
"27/04/2020","Dept_16",579,690,606,726,626,765
"01/03/2020","Dept_17",19,21,16,21,24,31
"02/03/2020","Dept_17",39,45,37,48,55,66
"03/03/2020","Dept_17",55,65,53,67,78,94
"04/03/2020","Dept_17",68,82,68,85,99,116
"05/03/2020","Dept_17",92,109,81,101,122,145
"06/03/2020","Dept_17",118,137,95,121,147,173
"07/03/2020","Dept_17",139,168,111,138,175,204
"08/03/2020","Dept_17",163,197,130,160,192,225
"09/03/2020","Dept_17",183,220,155,191,212,249
"10/03/2020","Dept_17",196,237,173,211,234,274
"11/03/2020","Dept_17",211,256,196,236,258,302
"12/03/2020","Dept_17",229,276,209,249,278,323
"13/03/2020","Dept_17",253,302,223,265,297,345
"14/03/2020","Dept_17",265,318,235,281,318,370
"15/03/2020","Dept_17",284,341,260,312,337,392
"16/03/2020","Dept_17",303,361,279,339,353,412
"17/03/2020","Dept_17",328,389,298,359,371,431
"18/03/2020","Dept_17",340,405,312,373,394,459
"19/03/2020","Dept_17",358,426,330,395,412,483
"20/03/2020","Dept_17",375,447,344,412,436,508
"21/03/2020","Dept_17",388,463,367,439,455,534
"22/03/2020","Dept_17",400,476,388,462,467,551
"23/03/2020","Dept_17",413,490,397,475,481,572
"24/03/2020","Dept_17",434,516,419,503,498,591
"25/03/2020","Dept_17",454,537,442,530,509,604
"26/03/2020","Dept_17",477,564,452,545,532,629
"27/03/2020","Dept_17",494,583,466,561,555,653
"28/03/2020","Dept_17",508,602,486,584,565,666
"29/03/2020","Dept_17",537,635,501,606,583,689
"30/03/2020","Dept_17",556,661,517,627,601,711
"31/03/2020","Dept_17",574,683,525,636,622,739
"01/04/2020","Dept_17",590,701,538,654,645,766
"02/04/2020","Dept_17",611,723,557,675,660,784
"03/04/2020","Dept_17",631,745,582,701,679,810
"04/04/2020","Dept_17",650,768,600,720,698,834
"05/04/2020","Dept_17",670,792,618,743,720,864
"06/04/2020","Dept_17",695,819,645,773,737,886
